Date,Time,Ons,Offs,Longitude,Latitude,Dwell Time
2024-04-03,06:33:55,2,0,-73.961197,40.656927,27.07
2024-04-03,06:43:55,6,15,-73.983396,40.767143,6.14
2024-04-03,06:54:55,13,15,-74.019808,40.660683,15.01
2024-04-03,07:04:55,2,11,-74.006103,40.641939,19.61
2024-04-03,07:06:55,2,5,-74.006408,40.638312,6.64
2024-04-03,07:19:55,1,4,-73.959857,40.687172,29.09
2024-04-03,07:27:55,8,12,-73.953136,40.763289,24.15
2024-04-03,07:36:55,1,13,-73.957636,40.797297,28.8
2024-04-03,07:42:55,13,10,-73.995005,40.646937,20.1
2024-04-03,07:57:55,0,7,-74.024472,40.764437,20.23
2024-04-03,08:10:55,5,9,-74.007461,40.618967,17.82
2024-04-03,08:24:55,12,1,-74.022494,40.678229,17.55
2024-04-03,08:27:55,12,9,-74.02423,40.62603,22.63
2024-04-03,08:29:55,9,12,-73.969369,40.720573,9.47
2024-04-03,08:31:55,9,4,-73.963375,40.729253,11.3
2024-04-03,08:36:55,9,1,-73.966754,40.782928,9.42
2024-04-03,08:44:55,0,15,-73.977303,40.798553,15.6
2024-04-03,08:54:55,11,6,-74.047392,40.648508,8.41
2024-04-03,09:02:55,0,13,-73.990247,40.658825,26.08
2024-04-03,09:10:55,9,2,-74.013887,40.706724,11.04
